Freq,Gain,Phase
10.0,00010.63,-0014.00
10.2,00010.93,-0012.00
10.5,00010.95,-0012.00
10.7,00010.97,-0012.00
11.0,00010.96,-0012.00
11.2,00010.94,-0012.00
11.5,00010.93,-0014.00
11.7,00010.93,-0014.00
12.0,00010.95,-0014.00
12.3,00010.95,-0014.00
12.6,00010.91,-0016.00
12.9,00010.92,-0014.00
13.2,00010.90,-0017.00
13.5,00010.92,-0017.00
13.8,00010.94,-0017.00
14.1,00010.92,-0018.00
14.5,00010.94,-0018.00
14.8,00010.92,-0017.00
15.1,00010.94,-0019.00
15.5,00010.92,-0019.00
15.8,00010.94,-0019.00
16.2,00010.95,-0021.00
16.6,00010.92,-0021.00
17.0,00011.05,-0021.00
17.4,00011.01,-0021.00
17.8,00010.95,-0021.00
18.2,00010.93,-0022.00
18.6,00010.94,-0022.00
19.1,00010.85,-0023.00
19.5,00010.90,-0024.00
20.0,00010.89,-0024.00
20.4,00010.85,-0025.00
20.9,00010.87,-0026.00
21.4,00010.89,-0026.00
21.9,00010.89,-0026.00
22.4,00010.89,-0027.00
22.9,00010.86,-0027.00
23.4,00010.86,-0027.00
24.0,00010.91,-0028.00
24.5,00010.96,-0030.00
25.1,00010.99,-0030.00
25.7,00011.04,-0030.00
26.3,00011.00,-0031.00
26.9,00011.04,-0031.00
27.5,00011.11,-0032.00
28.2,00011.18,-0033.00
28.8,00011.18,-0034.00
29.5,00011.25,-0034.00
30.2,00011.41,-0036.00
30.9,00011.35,-0036.00
31.6,00011.43,-0036.00
32.4,00011.45,-0037.00
33.1,00011.54,-0038.00
33.9,00011.54,-0039.00
34.7,00011.60,-0039.00
35.5,00011.72,-0040.00
36.3,00011.86,-0041.00
37.2,00011.90,-0042.00
38.0,00012.05,-0042.00
38.9,00012.06,-0043.00
39.8,00012.09,-0043.00
40.7,00012.14,-0044.00
41.7,00012.28,-0045.00
42.7,00012.48,-0046.00
43.7,00012.71,-0047.00
44.7,00012.92,-0049.00
45.7,00013.12,-0049.00
46.8,00013.29,-0050.00
47.9,00013.45,-0051.00
49.0,00013.78,-0052.00
50.1,00014.41,-0054.00
51.3,00015.00,-0057.00
52.5,00015.41,-0058.00
53.7,00015.85,-0059.00
55.0,00016.48,-0062.00
56.2,00017.41,-0065.00
57.5,00018.04,-0070.00
58.9,00018.85,-0074.00
60.3,00020.10,-0083.00
61.7,00021.12,-0090.00
63.1,00022.33,-0105.00
64.6,00022.90,-0117.00
66.1,00022.97,-0138.00
67.6,00022.54,-0152.00
69.2,00021.02,-0170.00
70.8,00019.74,00178.00
72.4,00017.83,00170.00
74.1,00015.86,00161.00
75.9,00014.60,00157.00
77.6,00013.02,00153.00
79.4,00011.37,00149.00
81.3,00009.89,00147.00
83.2,00008.60,00145.00
85.1,00007.28,00144.00
87.1,00006.27,00143.00
89.1,00005.33,00141.00
91.2,00004.40,00139.00
93.3,00003.67,00139.00
95.5,00002.73,00139.00
97.7,00001.92,00137.00
100.0,00000.90,00138.00
102.3,00000.27,00136.00
104.7,00000.44,00134.00
107.2,-0001.20,00135.00
109.6,-0001.94,00136.00
112.2,-0002.39,00134.00
114.8,-0003.22,00133.00
117.5,-0004.00,00131.00
120.2,-0004.53,00130.00
123.0,-0005.21,00130.00
125.9,-0006.29,00133.00
128.8,-0006.61,00129.00
131.8,-0007.52,00131.00
134.9,-0007.94,00128.00
138.0,-0008.78,00130.00
141.3,-0009.08,00129.00
144.5,-0009.65,00128.00
147.9,-0010.85,00132.00
151.4,-0010.61,00129.00
154.9,-0010.55,00126.00
158.5,-0012.59,00126.00
162.2,-0010.91,00126.00
166.0,-0008.16,00099.00
169.8,-0003.12,-0055.00
173.8,-0003.73,-0111.00
177.8,00003.70,00123.00
182.0,00000.42,00109.00
186.2,-0008.98,00106.00
190.5,-0012.33,00122.00
195.0,-0014.20,00121.00
199.5,-0017.11,00115.00
204.2,-0015.82,00128.00
208.9,-0016.15,00125.00
213.8,-0016.17,00129.00
218.8,-0018.08,00122.00
223.9,-0018.37,00129.00
229.1,-0020.29,00114.00
234.4,-0020.78,00116.00
239.9,-0020.77,00132.00
245.5,-0020.70,00129.00
251.2,-0023.51,00122.00
257.0,-0023.23,00137.00
263.0,-0023.65,00108.00
269.2,-0023.96,00120.00
275.4,-0022.41,00125.00
281.8,-0024.41,00123.00
288.4,-0022.28,00109.00
295.1,-0023.47,00120.00
302.0,-0026.84,00137.00
309.0,-0026.91,00141.00
316.2,-0024.65,00129.00
323.6,-0023.40,00145.00
331.1,-0023.82,00143.00
338.8,-0026.95,00142.00
346.7,-0025.44,00121.00
354.8,-0023.41,00122.00
363.1,-0024.99,00149.00
371.5,-0025.56,00121.00
380.2,-0029.51,00096.00
389.0,-0026.14,00116.00
398.1,-0027.31,00104.00
407.4,-0025.38,00133.00
416.9,-0025.43,00101.00
426.6,-0025.59,00130.00
436.5,-0027.41,00133.00
446.7,-0030.80,00113.00
457.1,-0028.81,00123.00
467.7,-0028.44,00113.00
478.6,-0028.53,00122.00
489.8,-0027.98,00132.00
501.2,-0026.10,00114.00
512.9,-0028.41,00111.00
524.8,-0026.66,00122.00
537.0,-0026.91,00117.00
549.5,-0030.31,00112.00
562.3,-0027.76,00113.00
575.4,-0030.14,00128.00
588.8,-0029.36,-0090.00
602.6,-0033.35,-0097.00
616.6,-0028.68,-0093.00
631.0,-0030.97,-0102.00
645.7,-0029.79,00104.00
660.7,-0030.91,00078.00
676.1,-0027.36,00136.00
691.8,-0030.05,00145.00
707.9,-0029.25,00100.00
724.4,-0029.48,00083.00
741.3,-0031.13,00056.00
758.6,-0030.24,00099.00
776.2,-0027.74,00108.00
794.3,-0032.12,00086.00
812.8,-0029.22,00115.00
831.8,-0027.26,00134.00
851.1,-0027.40,00105.00
871.0,-0026.15,00115.00
891.3,-0025.68,00102.00
