Freq,Gain,Phase
10.0,00008.69,-0012.00
10.2,00010.08,-0014.00
10.5,00010.21,-0012.00
10.7,00010.24,-0012.00
11.0,00010.25,-0012.00
11.2,00010.31,-0014.00
11.5,00010.31,-0014.00
11.7,00010.28,-0014.00
12.0,00010.31,-0014.00
12.3,00010.29,-0016.00
12.6,00010.29,-0014.00
12.9,00010.38,-0016.00
13.2,00010.37,-0017.00
13.5,00010.32,-0017.00
13.8,00010.31,-0017.00
14.1,00010.35,-0017.00
14.5,00010.39,-0018.00
14.8,00010.40,-0017.00
15.1,00010.43,-0019.00
15.5,00010.42,-0019.00
15.8,00010.44,-0019.00
16.2,00010.43,-0020.00
16.6,00010.44,-0020.00
17.0,00010.46,-0020.00
17.4,00010.57,-0020.00
17.8,00010.55,-0021.00
18.2,00010.66,-0021.00
18.6,00010.47,-0022.00
19.1,00010.63,-0022.00
19.5,00010.64,-0023.00
20.0,00010.64,-0023.00
20.4,00010.72,-0024.00
20.9,00010.63,-0024.00
21.4,00010.68,-0026.00
21.9,00010.81,-0026.00
22.4,00010.79,-0026.00
22.9,00010.75,-0027.00
23.4,00010.82,-0027.00
24.0,00010.87,-0028.00
24.5,00010.89,-0028.00
25.1,00011.01,-0030.00
25.7,00011.04,-0030.00
26.3,00010.97,-0032.00
26.9,00011.03,-0032.00
27.5,00011.16,-0032.00
28.2,00011.22,-0033.00
28.8,00011.21,-0034.00
29.5,00011.20,-0034.00
30.2,00011.35,-0036.00
30.9,00011.32,-0036.00
31.6,00011.39,-0036.00
32.4,00011.37,-0037.00
33.1,00011.43,-0037.00
33.9,00011.47,-0038.00
34.7,00011.49,-0038.00
35.5,00011.57,-0039.00
36.3,00011.70,-0041.00
37.2,00011.80,-0041.00
38.0,00011.99,-0042.00
38.9,00012.10,-0043.00
39.8,00012.17,-0042.00
40.7,00012.29,-0043.00
41.7,00012.46,-0045.00
42.7,00012.63,-0046.00
43.7,00012.75,-0048.00
44.7,00012.69,-0049.00
45.7,00012.91,-0049.00
46.8,00013.15,-0051.00
47.9,00013.37,-0051.00
49.0,00013.64,-0053.00
50.1,00014.28,-0056.00
51.3,00014.77,-0058.00
52.5,00015.13,-0059.00
53.7,00015.21,-0059.00
55.0,00015.73,-0062.00
56.2,00016.75,-0066.00
57.5,00017.48,-0069.00
58.9,00018.35,-0074.00
60.3,00019.71,-0082.00
61.7,00020.79,-0087.00
63.1,00021.95,-0104.00
64.6,00022.50,-0116.00
66.1,00022.41,-0139.00
67.6,00021.78,-0155.00
69.2,00020.08,-0170.00
70.8,00018.67,00178.00
72.4,00016.59,00170.00
74.1,00014.64,00161.00
75.9,00013.49,00158.00
77.6,00012.02,00155.00
79.4,00010.61,00151.00
81.3,00009.18,00148.00
83.2,00008.19,00144.00
85.1,00006.91,00144.00
87.1,00006.19,00142.00
89.1,00005.27,00138.00
91.2,00004.42,00139.00
93.3,00003.58,00136.00
95.5,00002.61,00136.00
97.7,00001.60,00137.00
100.0,00001.07,00137.00
102.3,00000.07,00132.00
104.7,00000.25,00130.00
107.2,-0001.38,00132.00
109.6,-0002.03,00131.00
112.2,-0002.24,00130.00
114.8,-0002.92,00133.00
117.5,-0003.44,00133.00
120.2,-0004.20,00128.00
123.0,-0005.15,00131.00
125.9,-0006.72,00134.00
128.8,-0007.39,00130.00
131.8,-0007.20,00132.00
134.9,-0008.36,00129.00
138.0,-0008.41,00130.00
141.3,-0008.24,00130.00
144.5,-0009.00,00130.00
147.9,-0010.18,00123.00
151.4,-0009.62,00141.00
154.9,-0012.09,00133.00
158.5,-0012.41,00128.00
162.2,-0011.40,00122.00
166.0,-0009.77,00093.00
169.8,-0002.55,-0051.00
173.8,-0002.55,-0106.00
177.8,00003.57,00122.00
182.0,00000.40,00110.00
186.2,-0008.69,00110.00
190.5,-0011.30,00118.00
195.0,-0014.58,00121.00
199.5,-0015.26,00122.00
204.2,-0016.35,00129.00
208.9,-0012.92,00113.00
213.8,-0017.37,00109.00
218.8,-0017.62,00120.00
223.9,-0016.11,00119.00
229.1,-0017.78,00114.00
234.4,-0018.61,00125.00
239.9,-0018.65,00116.00
245.5,-0017.21,00104.00
251.2,-0017.83,00128.00
257.0,-0019.73,00109.00
263.0,-0020.75,00132.00
269.2,-0018.54,00105.00
275.4,-0020.86,00095.00
