Freq,Gain,Phase
331.1,-0025.45,00133.00
338.8,-0025.41,00140.00
346.7,-0028.16,00134.00
354.8,-0026.72,00134.00
363.1,-0027.61,00130.00
371.5,-0027.17,00131.00
380.2,-0027.49,00125.00
389.0,-0028.19,00129.00
398.1,-0029.75,00120.00
407.4,-0028.07,00129.00
416.9,-0030.93,00128.00
426.6,-0029.38,00124.00
436.5,-0030.09,00129.00
446.7,-0031.07,00138.00
457.1,-0034.16,00124.00
467.7,-0029.93,00122.00
478.6,-0031.73,00127.00
489.8,-0031.77,00136.00
501.2,-0032.11,00132.00
512.9,-0031.21,00123.00
524.8,-0032.48,00125.00
537.0,-0033.16,00113.00
549.5,-0034.50,00118.00
562.3,-0034.30,00115.00
575.4,-0032.73,00125.00
588.8,-0034.24,00119.00
602.6,-0034.35,00128.00
616.6,-0035.31,00137.00
631.0,-0032.68,00115.00
645.7,-0033.24,00119.00
660.7,-0035.48,00133.00
676.1,-0034.10,00117.00
691.8,-0035.63,00105.00
707.9,-0035.44,00130.00
724.4,-0035.51,00105.00
741.3,-0037.89,00114.00
758.6,-0032.93,00102.00
776.2,-0035.32,00108.00
794.3,-0034.07,00097.00
812.8,-0033.04,00104.00
831.8,-0036.67,00109.00
851.1,-0032.48,00109.00
871.0,-0035.26,00092.00
891.3,-0037.44,00094.00
912.0,-0039.47,00099.00
933.3,-0038.54,00079.00
955.0,-0035.69,00085.00
977.2,-0034.34,00091.00
1000.0,-0036.52,00063.00
1023.3,-0039.60,00086.00
1047.1,-0035.33,00096.00
1071.5,-0038.25,00097.00
1096.5,-0035.89,00072.00
1122.0,-0034.53,00087.00
1148.2,-0039.03,00060.00
1174.9,-0034.51,00067.00
1202.3,-0039.03,00049.00
1230.3,-0036.21,00071.00
1258.9,-0037.69,00063.00
1288.2,-0036.96,00060.00
1318.3,-0038.14,00070.00
1349.0,-0035.81,00064.00
1380.4,-0037.15,00044.00
1412.5,-0037.82,00069.00
1445.4,-0035.29,00043.00
1479.1,-0037.29,00034.00
1513.6,-0040.17,00043.00
1548.8,-0037.60,00055.00
1584.9,-0039.70,00042.00
1621.8,-0041.00,00057.00
1659.6,-0039.25,00047.00
1698.2,-0040.16,00074.00
1737.8,-0036.72,00045.00
1778.3,-0035.87,00030.00
1819.7,-0033.80,00034.00
1862.1,-0037.99,00032.00
1905.5,-0037.09,00041.00
1949.8,-0036.54,00050.00
1995.3,-0040.27,00051.00
2041.7,-0038.77,00041.00
2089.3,-0043.42,00067.00
2138.0,-0039.47,00058.00
2187.8,-0040.12,00054.00
2238.7,-0039.71,00066.00
2290.9,-0034.41,00050.00
2344.2,-0038.06,00072.00
2398.8,-0037.58,00049.00
2454.7,-0039.01,00075.00
2511.9,-0038.85,00069.00
2570.4,-0036.53,00062.00
2630.3,-0042.57,00091.00
2691.5,-0041.35,00075.00
2754.2,-0043.68,00101.00
2818.4,-0038.02,-0075.00
2884.0,-0039.78,-0100.00
2951.2,-0039.52,-0098.00
3020.0,-0044.98,-0105.00
3090.3,-0042.02,-0083.00
3162.3,-0038.24,-0105.00
3235.9,-0042.56,-0100.00
3311.3,-0041.79,-0091.00
3388.4,-0043.40,-0077.00
3467.4,-0042.70,-0106.00
3548.1,-0043.92,-0125.00
3630.8,-0039.76,-0118.00
3715.4,-0042.70,-0139.00
3801.9,-0045.13,-0125.00
3890.5,-0041.10,-0119.00
3981.1,-0045.72,-0147.00
4073.8,-0047.35,-0118.00
4168.7,-0038.19,-0119.00
4265.8,-0047.54,-0091.00
4365.2,-0049.17,-0101.00
4466.8,-0086.78,-0108.00
4570.9,-0046.17,-0107.00
4677.4,-0046.22,-0115.00
4786.3,-0050.13,-0122.00
4897.8,-0053.65,-0146.00
5011.9,-0040.60,00089.00
5128.6,-0045.95,00088.00
5248.1,-0052.13,00091.00
5370.3,-0051.77,00067.00
5495.4,-0055.11,00086.00
5623.4,-0041.15,00080.00
5754.4,-0046.25,00095.00
5888.4,-0046.58,00097.00
6025.6,-0050.17,00073.00
6166.0,-0051.46,00101.00
6309.6,-0037.00,00081.00
6456.5,-0036.37,00093.00
6606.9,-0040.65,00094.00
6760.8,-0044.50,00106.00
6918.3,-0042.24,00085.00
7079.5,-0042.29,00092.00
7244.4,-0025.75,00091.00
7413.1,-0032.57,00099.00
7585.8,-0041.24,00081.00
7762.5,-0037.42,00065.00
7943.3,-0045.67,00086.00
8128.3,-0048.37,00068.00
8317.6,-0051.41,00054.00
8511.4,-0033.23,00082.00
8709.6,-0033.34,00090.00
8912.5,-0034.27,00082.00
9120.1,-0041.18,00094.00
9332.5,-0045.05,00067.00
9549.9,-0049.05,00093.00
9772.4,-0048.61,00093.00
10000.0,-0051.87,00113.00

