Freq,Gain,Phase
131.8,-0007.09,00131.00
134.9,-0007.40,00134.00
138.0,-0008.90,00131.00
141.3,-0009.11,00132.00
144.5,-0010.13,00133.00
147.9,-0010.57,00133.00
151.4,-0010.19,00128.00
154.9,-0012.14,00127.00
158.5,-0012.39,00127.00
162.2,-0010.77,00127.00
166.0,-0008.59,00099.00
169.8,-0002.63,-0057.00
173.8,-0002.37,-0109.00
177.8,00003.51,00122.00
182.0,-0001.17,00108.00
186.2,-0009.69,00114.00
190.5,-0012.86,00116.00
195.0,-0014.30,00128.00
199.5,-0016.05,00122.00
204.2,-0016.43,00122.00
208.9,-0015.82,00126.00
213.8,-0016.53,00124.00
218.8,-0019.32,00128.00
223.9,-0018.26,00133.00
229.1,-0018.53,00125.00
234.4,-0019.95,00120.00
239.9,-0018.86,00131.00
245.5,-0021.16,00146.00
251.2,-0022.09,00130.00
257.0,-0021.08,00130.00
263.0,-0021.16,00125.00
269.2,-0023.51,00120.00
275.4,-0021.24,00092.00
281.8,-0021.91,00097.00
288.4,-0021.46,00116.00
295.1,-0026.01,00125.00
302.0,-0023.90,00130.00
309.0,-0021.52,00134.00
316.2,-0026.64,00119.00
323.6,-0025.61,00120.00
331.1,-0027.15,00117.00
338.8,-0027.60,00131.00
346.7,-0028.39,00138.00
354.8,-0027.59,00109.00
363.1,-0030.59,00129.00
371.5,-0027.22,00104.00
380.2,-0024.81,00133.00
389.0,-0026.74,00131.00
398.1,-0026.29,00144.00
407.4,-0025.77,00115.00
416.9,-0025.83,00127.00
426.6,-0027.43,00141.00
436.5,-0024.10,00158.00
446.7,-0029.10,00130.00
457.1,-0025.87,00136.00
467.7,-0026.32,00129.00
478.6,-0029.36,00119.00
489.8,-0029.69,00128.00
501.2,-0028.36,00141.00
512.9,-0030.44,00123.00
524.8,-0031.15,00097.00
537.0,-0028.49,00143.00
549.5,-0030.04,00120.00
562.3,-0031.97,00112.00
575.4,-0029.34,00114.00
588.8,-0030.68,00102.00
602.6,-0031.30,00087.00
616.6,-0028.17,00090.00
631.0,-0027.21,00105.00
645.7,-0023.98,00112.00
660.7,-0028.03,00112.00
676.1,-0029.04,00108.00
691.8,-0030.30,00112.00
707.9,-0029.79,00123.00
724.4,-0029.45,00144.00
741.3,-0030.21,00067.00
758.6,-0031.87,00106.00
776.2,-0028.09,00090.00
794.3,-0028.81,00102.00
812.8,-0030.75,00084.00
831.8,-0029.07,00107.00
851.1,-0032.20,00124.00
871.0,-0026.50,00100.00
891.3,-0029.05,00084.00
912.0,-0029.25,00079.00
933.3,-0029.24,00091.00
955.0,-0029.22,00097.00
977.2,-0031.02,00094.00
1000.0,-0028.77,00109.00
1023.3,-0030.82,00080.00
1047.1,-0028.21,00101.00
1071.5,-0028.68,00104.00
1096.5,-0030.50,00077.00
1122.0,-0033.22,00065.00
1148.2,-0030.29,00058.00
1174.9,-0027.95,00072.00
1202.3,-0027.32,00066.00
1230.3,-0031.54,00050.00
1258.9,-0029.34,00068.00
1288.2,-0028.38,00058.00
1318.3,-0031.19,00070.00
1349.0,-0028.54,00048.00
1380.4,-0032.03,00063.00
1412.5,-0028.30,00059.00
1445.4,-0031.73,00054.00
1479.1,-0026.57,00074.00
1513.6,-0026.87,00052.00
1548.8,-0029.94,00078.00
1584.9,-0029.40,00086.00
1621.8,-0025.60,00067.00
1659.6,-0033.65,00084.00
1698.2,-0034.65,00085.00
1737.8,-0030.06,00058.00
1778.3,-0029.99,00059.00
1819.7,-0029.88,00035.00
1862.1,-0027.16,00054.00
1905.5,-0030.75,00063.00
1949.8,-0027.87,00056.00
1995.3,-0034.86,00056.00
2041.7,-0031.62,00033.00
2089.3,-0027.75,00061.00
2138.0,-0028.96,00055.00
2187.8,-0028.17,00043.00
2238.7,-0031.22,00069.00
2290.9,-0027.89,00047.00
2344.2,-0029.71,00060.00
2398.8,-0027.53,00078.00
2454.7,-0032.01,00075.00
2511.9,-0030.23,00079.00
2570.4,-0030.84,00107.00
2630.3,-0033.71,00086.00
2691.5,-0030.45,00087.00
2754.2,-0033.66,00102.00
2818.4,-0030.34,00100.00
2884.0,-0030.00,00105.00
2951.2,-0027.28,00089.00
3020.0,-0034.03,00081.00
3090.3,-0032.19,00104.00
3162.3,-0028.68,00118.00
3235.9,-0034.64,00101.00
3311.3,-0034.26,00108.00
3388.4,-0029.21,00098.00
3467.4,-0036.39,00083.00
3548.1,-0032.88,00091.00
3630.8,-0033.87,00083.00
3715.4,-0038.41,00107.00
3801.9,-0034.45,00083.00
3890.5,-0030.26,00102.00
3981.1,-0036.43,00089.00
4073.8,-0037.43,00109.00
4168.7,-0032.90,00108.00
4265.8,-0034.86,00109.00
4365.2,-0040.53,00114.00
4466.8,-0038.95,00122.00
4570.9,-0034.86,00097.00
4677.4,-0039.19,00090.00
4786.3,-0043.26,00082.00
4897.8,-0042.81,00096.00
5011.9,-0037.12,00090.00
5128.6,-0034.36,00089.00
5248.1,-0043.11,00083.00
5370.3,-0043.94,00090.00
5495.4,-0046.53,00104.00
5623.4,-0030.18,00082.00
5754.4,-0036.83,00076.00
5888.4,-0039.54,00081.00
6025.6,-0042.85,00099.00
6166.0,-0043.40,00104.00
6309.6,-0029.66,00097.00
6456.5,-0022.62,00091.00
6606.9,-0028.47,00097.00
6760.8,-0036.47,00071.00
6918.3,-0036.95,00083.00
7079.5,-0034.46,00065.00
7244.4,-0022.60,00091.00
7413.1,-0023.13,00089.00
7585.8,-0027.85,00086.00
7762.5,-0037.33,00101.00
7943.3,-0033.30,00075.00
8128.3,-0038.49,00088.00
8317.6,-0038.46,00096.00
8511.4,-0025.62,00099.00
8709.6,-0029.63,00092.00
8912.5,-0026.15,00091.00
9120.1,-0034.38,00075.00
9332.5,-0038.20,00057.00
9549.9,-0044.05,00070.00
9772.4,-0041.36,00059.00
10000.0,-0037.64,00068.00

