Freq,Gain,Phase
5754.4,-0033.86,00080.00
5888.4,-0037.01,00108.00
6025.6,-0039.42,00087.00
6166.0,-0043.34,00108.00
6309.6,-0028.53,00089.00
6456.5,-0027.60,00077.00
6606.9,-0034.44,00059.00
6760.8,-0035.27,00059.00
6918.3,-0033.09,00059.00
7079.5,-0040.83,00074.00
7244.4,-0023.08,00087.00
7413.1,-0022.81,00099.00
7585.8,-0030.83,00080.00
7762.5,-0030.54,00083.00
7943.3,-0038.31,00075.00
8128.3,-0036.46,00096.00
8317.6,-0035.91,00094.00
8511.4,-0024.92,00090.00
8709.6,-0026.76,00091.00
8912.5,-0023.69,00095.00
9120.1,-0032.77,00094.00
9332.5,-0033.88,00100.00
9549.9,-0036.37,00103.00
9772.4,-0041.60,00092.00
10000.0,-0043.07,00100.00

