Freq,Gain,Phase
1071.5,-0030.82,00114.00
1096.5,-0030.19,00122.00
1122.0,-0033.51,00095.00
1148.2,-0030.67,00075.00
1174.9,-0026.38,00078.00
1202.3,-0031.67,00074.00
1230.3,-0029.64,00103.00
1258.9,-0025.90,00079.00
1288.2,-0026.48,00052.00
1318.3,-0031.88,00059.00
1349.0,-0031.67,00087.00
1380.4,-0028.15,00067.00
1412.5,-0029.41,00082.00
1445.4,-0028.91,00063.00
1479.1,-0030.52,00056.00
1513.6,-0032.10,00070.00
1548.8,-0030.03,00057.00
1584.9,-0030.78,00054.00
1621.8,-0031.35,00062.00
1659.6,-0029.66,00066.00
1698.2,-0031.00,00050.00
1737.8,-0029.70,00064.00
1778.3,-0031.72,00075.00
1819.7,-0031.67,00046.00
1862.1,-0029.27,00068.00
1905.5,-0036.03,00059.00
1949.8,-0028.43,00067.00
1995.3,-0027.96,00062.00
2041.7,-0029.03,00062.00
2089.3,-0027.18,00054.00
2138.0,-0031.32,00036.00
2187.8,-0030.79,00053.00
2238.7,-0029.90,00056.00
2290.9,-0032.26,00076.00
2344.2,-0026.76,00049.00
2398.8,-0035.23,00067.00
2454.7,-0031.76,00079.00
2511.9,-0029.92,00064.00
2570.4,-0031.74,00068.00
2630.3,-0030.86,00048.00
2691.5,-0028.73,-0118.00
2754.2,-0033.39,-0107.00
2818.4,-0029.44,-0079.00
2884.0,-0030.27,-0102.00
2951.2,-0030.11,-0079.00
3020.0,-0030.82,-0069.00
3090.3,-0031.56,-0096.00
3162.3,-0030.80,-0108.00
3235.9,-0032.46,-0097.00
3311.3,-0030.14,-0106.00
3388.4,-0031.83,-0093.00
3467.4,-0032.01,-0081.00
3548.1,-0035.87,-0090.00
3630.8,-0030.40,-0095.00
3715.4,-0034.29,-0108.00
3801.9,-0034.73,-0092.00
3890.5,-0029.35,-0084.00
3981.1,-0031.42,-0084.00
4073.8,-0036.46,-0072.00
4168.7,-0031.92,-0089.00
4265.8,-0034.25,-0094.00
4365.2,-0039.09,-0105.00
4466.8,-0040.68,-0096.00
4570.9,-0032.07,-0091.00
4677.4,-0034.55,-0080.00
4786.3,-0040.08,-0103.00
4897.8,-0045.64,-0121.00
5011.9,-0034.23,-0100.00
5128.6,-0037.04,-0111.00
5248.1,-0041.99,-0092.00
5370.3,-0043.94,-0090.00
5495.4,-0047.51,-0064.00
5623.4,-0030.21,-0088.00
5754.4,-0032.29,-0095.00
5888.4,-0036.17,-0108.00
6025.6,-0040.66,-0122.00
6166.0,-0040.43,-0106.00
6309.6,-0025.44,-0089.00
6456.5,-0024.70,-0092.00
6606.9,-0030.52,-0103.00
6760.8,-0040.24,-0084.00
6918.3,-0036.29,-0067.00
7079.5,-0036.25,-0085.00
7244.4,-0021.73,-0098.00
7413.1,-0020.91,-0097.00
7585.8,-0027.66,-0099.00
7762.5,-0028.88,-0093.00
7943.3,-0041.15,-0095.00
8128.3,-0040.38,-0080.00
8317.6,-0041.15,-0097.00
8511.4,-0023.42,-0101.00
8709.6,-0022.19,-0075.00
8912.5,-0027.22,-0089.00
9120.1,-0035.88,-0092.00
9332.5,-0032.84,-0102.00
9549.9,-0040.49,-0078.00
9772.4,-0043.84,-0084.00
10000.0,-0040.23,-0084.00

