Freq,Gain,Phase
478.6,-0029.07,00124.00
489.8,-0026.39,00100.00
501.2,-0027.94,00114.00
512.9,-0026.62,00102.00
524.8,-0029.37,00096.00
537.0,-0027.44,00120.00
549.5,-0027.85,00102.00
562.3,-0028.25,00116.00
575.4,-0026.28,00115.00
588.8,-0027.70,00103.00
602.6,-0024.20,00100.00
616.6,-0027.43,00129.00
631.0,-0023.88,00131.00
645.7,-0031.11,00120.00
660.7,-0028.97,00115.00
676.1,-0028.56,00092.00
691.8,-0026.64,00120.00
707.9,-0025.46,00100.00
724.4,-0033.09,00108.00
741.3,-0027.63,00101.00
758.6,-0026.93,00095.00
776.2,-0028.77,00084.00
794.3,-0029.68,00112.00
812.8,-0033.67,00085.00
831.8,-0030.99,00108.00
851.1,-0029.49,00090.00
871.0,-0031.89,00103.00
891.3,-0028.04,00080.00
912.0,-0028.70,00066.00
933.3,-0034.41,00075.00
955.0,-0027.68,00096.00
977.2,-0024.68,00093.00
1000.0,-0028.23,00080.00
1023.3,-0030.09,00087.00
1047.1,-0030.32,00112.00
1071.5,-0031.86,00105.00
1096.5,-0025.80,00080.00
1122.0,-0027.40,00075.00
1148.2,-0026.89,00055.00
1174.9,-0028.26,00083.00
1202.3,-0027.52,00063.00
1230.3,-0028.73,00085.00
1258.9,-0026.81,00059.00
1288.2,-0030.36,00054.00
1318.3,-0028.86,00034.00
1349.0,-0029.07,00056.00
1380.4,-0030.69,00084.00
1412.5,-0029.37,00055.00
1445.4,-0029.67,00037.00
1479.1,-0027.20,00038.00
1513.6,-0028.07,00044.00
1548.8,-0024.56,00058.00
1584.9,-0032.48,00051.00
1621.8,-0031.65,00075.00
1659.6,-0027.42,00049.00
1698.2,-0032.05,00058.00
1737.8,-0029.28,00054.00
1778.3,-0033.26,00073.00
1819.7,-0031.45,00044.00
1862.1,-0028.10,00048.00
1905.5,-0031.06,00075.00
1949.8,-0029.50,00046.00
1995.3,-0027.94,00073.00
2041.7,-0030.19,00051.00
2089.3,-0029.95,00043.00
2138.0,-0028.71,00043.00
2187.8,-0028.93,00046.00
2238.7,-0033.56,00075.00
2290.9,-0031.86,00053.00
2344.2,-0029.32,00032.00
2398.8,-0026.61,00059.00
2454.7,-0031.00,00082.00
2511.9,-0029.27,00079.00
2570.4,-0029.20,00089.00
2630.3,-0031.80,00078.00
2691.5,-0035.76,00093.00
2754.2,-0031.19,00084.00
2818.4,-0028.31,00074.00
2884.0,-0031.98,00077.00
2951.2,-0032.66,00085.00
3020.0,-0031.73,00090.00
3090.3,-0035.38,00097.00
3162.3,-0032.47,00102.00
3235.9,-0033.21,00085.00
3311.3,-0033.79,00077.00
3388.4,-0032.83,00078.00
3467.4,-0035.22,00106.00
3548.1,-0032.92,00102.00
3630.8,-0031.27,00129.00
3715.4,-0033.80,00120.00
3801.9,-0038.49,00115.00
3890.5,-0031.25,00116.00
3981.1,-0037.69,00108.00
4073.8,-0035.60,00129.00
4168.7,-0031.59,00117.00
4265.8,-0029.90,00089.00
4365.2,-0034.63,00111.00
4466.8,-0047.96,00090.00
4570.9,-0036.95,00098.00
4677.4,-0040.97,00097.00
4786.3,-0042.90,00081.00
4897.8,-0044.05,00094.00
5011.9,-0035.47,00108.00
5128.6,-0038.09,00091.00
5248.1,-0048.03,00100.00
5370.3,-0041.76,00090.00
5495.4,-0044.96,00089.00
5623.4,-0030.37,00091.00
5754.4,-0029.04,00090.00
5888.4,-0039.95,00098.00
6025.6,-0039.80,00072.00
6166.0,-0042.99,00097.00
6309.6,-0021.00,00087.00
6456.5,-0030.43,00084.00
6606.9,-0033.93,00084.00
6760.8,-0034.87,00092.00
6918.3,-0036.77,00100.00
7079.5,-0036.59,00118.00
7244.4,-0024.65,00090.00
7413.1,-0019.64,00078.00
7585.8,-0031.46,00091.00
7762.5,-0031.40,00075.00
7943.3,-0041.38,00072.00
8128.3,-0040.01,00101.00
8317.6,-0037.74,00075.00
8511.4,-0028.90,00098.00
8709.6,-0024.71,00088.00
8912.5,-0024.53,00091.00
9120.1,-0030.76,00077.00
9332.5,-0037.47,00062.00
9549.9,-0040.56,00086.00
9772.4,-0039.39,00079.00
10000.0,-0039.46,00090.00

