Freq,Gain,Phase
588.8,-0031.38,00141.00
602.6,-0033.65,00113.00
616.6,-0035.22,00108.00
631.0,-0028.97,00137.00
645.7,-0027.93,00144.00
660.7,-0031.57,-0101.00
676.1,-0033.25,-0095.00
691.8,-0029.80,-0091.00
707.9,-0032.46,-0120.00
724.4,-0031.90,-0095.00
741.3,-0029.67,00091.00
758.6,-0028.67,00083.00
776.2,-0031.66,00108.00
794.3,-0030.87,00080.00
812.8,-0033.23,00102.00
831.8,-0030.96,00111.00
851.1,-0030.01,00082.00
871.0,-0031.21,00079.00
891.3,-0027.14,00100.00
912.0,-0028.90,00073.00
933.3,-0031.21,00079.00
955.0,-0030.82,00073.00
977.2,-0032.90,00099.00
1000.0,-0030.82,00077.00
1023.3,-0029.09,00100.00
1047.1,-0029.32,00075.00
1071.5,-0030.03,00099.00
1096.5,-0030.97,00121.00
1122.0,-0030.95,00101.00
1148.2,-0029.28,00078.00
1174.9,-0030.27,00059.00
1202.3,-0030.60,00063.00
1230.3,-0033.81,00087.00
1258.9,-0029.33,00098.00
1288.2,-0031.09,00079.00
1318.3,-0031.01,00051.00
1349.0,-0032.26,00061.00
1380.4,-0029.30,00064.00
1412.5,-0030.52,00038.00
1445.4,-0029.81,00046.00
1479.1,-0028.61,00069.00
1513.6,-0032.42,00073.00
1548.8,-0031.57,00057.00
1584.9,-0027.81,00046.00
1621.8,-0030.68,00067.00
1659.6,-0029.50,00071.00
1698.2,-0027.95,00050.00
1737.8,-0035.17,00078.00
1778.3,-0030.42,00057.00
1819.7,-0026.61,00053.00
1862.1,-0028.05,00064.00
1905.5,-0027.50,00083.00
1949.8,-0029.94,00083.00
1995.3,-0035.95,00072.00
2041.7,-0028.34,00050.00
2089.3,-0028.79,00040.00
2138.0,-0029.35,00059.00
2187.8,-0027.39,00073.00
2238.7,-0026.72,00044.00
2290.9,-0030.48,00043.00
2344.2,-0032.17,00068.00
2398.8,-0028.18,00049.00
2454.7,-0031.38,00068.00
2511.9,-0032.48,00065.00
2570.4,-0031.14,00068.00
2630.3,-0030.18,00081.00
2691.5,-0029.75,00099.00
2754.2,-0034.03,00074.00
2818.4,-0033.21,00099.00
2884.0,-0029.94,00093.00
2951.2,-0031.74,00120.00
3020.0,-0033.77,00092.00
3090.3,-0032.44,00105.00
3162.3,-0025.90,00078.00
3235.9,-0032.69,00092.00
3311.3,-0030.44,00078.00
3388.4,-0030.74,00085.00
3467.4,-0031.74,00076.00
3548.1,-0034.75,00101.00
3630.8,-0032.24,00112.00
3715.4,-0031.46,00131.00
3801.9,-0030.30,00130.00
3890.5,-0032.33,00108.00
3981.1,-0035.42,00094.00
4073.8,-0041.87,00072.00
4168.7,-0031.78,00091.00
4265.8,-0034.00,00113.00
4365.2,-0037.15,00090.00
4466.8,-0041.99,00078.00
4570.9,-0034.80,00080.00
4677.4,-0041.74,00084.00
4786.3,-0039.61,00076.00
4897.8,-0047.67,00082.00
5011.9,-0036.10,00089.00
5128.6,-0039.61,00072.00
5248.1,-0039.93,00075.00
5370.3,-0046.93,00087.00
5495.4,-0047.11,00088.00
5623.4,-0028.24,00085.00
5754.4,-0033.84,00082.00
5888.4,-0038.69,00071.00
6025.6,-0042.36,00091.00
6166.0,-0047.54,00063.00
6309.6,-0025.38,00084.00
6456.5,-0024.75,00092.00
6606.9,-0032.66,00079.00
6760.8,-0039.47,00066.00
6918.3,-0039.34,00085.00
7079.5,-0036.60,00105.00
7244.4,-0027.35,00086.00
7413.1,-0022.89,00084.00
7585.8,-0024.69,00083.00
7762.5,-0030.28,00076.00
7943.3,-0037.29,00094.00
8128.3,-0035.86,00119.00
8317.6,-0036.76,00101.00
8511.4,-0027.75,00086.00
8709.6,-0023.36,00087.00
8912.5,-0025.06,00090.00
9120.1,-0036.10,00089.00
9332.5,-0034.46,00112.00
9549.9,-0036.39,00090.00
9772.4,-0040.66,00077.00
10000.0,-0042.26,00068.00

