Freq,Gain,Phase
3981.1,-0041.97,00109.00
4073.8,-0040.23,00124.00
4168.7,-0035.73,00099.00
4265.8,-0038.38,00095.00
4365.2,-0040.56,00098.00
4466.8,-0040.79,00118.00
4570.9,-0036.74,00090.00
4677.4,-0043.28,00107.00
4786.3,-0047.54,00104.00
4897.8,-0044.87,00077.00
5011.9,-0034.98,00088.00
5128.6,-0041.73,00081.00
5248.1,-0045.90,00101.00
5370.3,-0048.40,00084.00
5495.4,-0051.32,00097.00
5623.4,-0041.12,00084.00
5754.4,-0036.52,00080.00
5888.4,-0042.49,00076.00
6025.6,-0073.40,00092.00
6166.0,-0045.49,00078.00
6309.6,-0023.52,00093.00
6456.5,-0033.27,00105.00
6606.9,-0030.56,00095.00
6760.8,-0038.70,00098.00
6918.3,-0041.73,00110.00
7079.5,-0044.62,00102.00
7244.4,-0023.63,00085.00
7413.1,-0030.30,00077.00
7585.8,-0035.62,00074.00
7762.5,-0035.94,00090.00
7943.3,-0044.82,00061.00
8128.3,-0046.44,00044.00
8317.6,-0045.17,00057.00
8511.4,-0024.04,00086.00
8709.6,-0028.81,00086.00
8912.5,-0029.66,00082.00
9120.1,-0037.34,00067.00
9332.5,-0036.98,00076.00
9549.9,-0040.28,00076.00
9772.4,-0044.55,00079.00
10000.0,-0046.06,00088.00

